# Exercise 17
-------------------------------------------------------------------------
# Return a list of adresses ordered by length of the combined columns addressLine1 and city


mysql>  SELECT
            CONCAT_WS(', ', addressLine1, city) as address,
            LENGTH(CONCAT_WS(', ', addressLine1, city)) AS length
        FROM
            Address
        ORDER BY
            LENGTH(address) DESC;



+---------------------------------------------------------------+--------+
| address                                                       | length |
| Ap #570-9417 Sed Avenue, Vienna                               |     31 |
| 752-6723 Rhoncus. St., Massello                               |     31 |
| 203 Dolor Rd., Palmerston North                               |     31 |
| Ap #995-8542 Rutrum Ave, Dublin                               |     31 |
| Ap #514-1207 Non, Street, Luino                               |     31 |
| 330-2833 Integer Street, Galway                               |     31 |
| Ap #314-6614 Lorem Rd., Legnica                               |     31 |
| Ap #294-8741 Turpis Rd., Dublin                               |     31 |
| 1637 Scelerisque Street, Dublin                               |     31 |
| 278-4168 Maecenas Rd., Haguenau                               |     31 |
| Ap #670-5478 Proin Av., Suwa?ki                               |     31 |
| Ap #624-5524 Id, Rd., Iowa City                               |     31 |
| 367-6217 Nonummy Av., Bia?ystok                               |     31 |
| Ap #290-9306 Fusce Rd., Ajaccio                               |     31 |
| Ap #807-5343 Dui. Avenue, Ayd?n                               |     31 |
| 135-3874 Interdum. Rd., Quimper                               |     31 |
| 9256 Neque Rd., Mogi das Cruzes                               |     31 |
| 136-320 Cursus. St., Rawalpindi                               |     31 |
| 1361 Mauris Street, Campbeltown                               |     31 |
| 361-7820 Hymenaeos. Av., Verdun                               |     31 |
| P.O. Box 178, 2403 In Av., Cork                               |     31 |
| Ap #641-4292 Sem Road, Ambattur                               |     31 |
| Ap #466-4381 In, Av., Compiègne                               |     31 |
| 665-4084 Lacus. Rd., Middelburg                               |     31 |
| Ap #899-5726 Magna. Rd., Fréjus                               |     31 |
| Ap #989-4573 Eget Ave, Manavgat                               |     31 |
| Ap #205-7772 Maecenas Rd., Cork                               |     31 |
| 645-9071 Montes, Rd., G?rompont                               |     31 |
| 7744 Aliquet, Avenue, Terneuzen                               |     31 |
| 899-1663 Mattis Road, Orhangazi                               |     31 |
| 8174 Suspendisse Avenue, Bastia                               |     31 |
| 605-8193 Dolor Street, Meridian                               |     31 |
| Ap #639-7832 Mi Avenue, Córdoba                               |     31 |
| 927-6116 Consequat Ave, Hamburg                               |     31 |
| Ap #717-2130 Urna Road, Heinsch                               |     31 |
| Ap #869-1951 Vel, Road, Quesada                               |     31 |
| 649-1350 Aliquam Rd., Jonesboro                               |     31 |
| Ap #874-3739 Sem, Ave, Campinas                               |     31 |
| Ap #566-9594 Proin Av., Tilburg                               |     31 |
| 308-8945 Commodo Ave, Frankston                               |     31 |
| 872-8222 Nullam Avenue, Fermont                               |     31 |
| 548-6031 Laoreet St., Blenheim                                |     30 |
| Ap #332-3180 Est, Road, Napier                                |     30 |
| Ap #371-6056 Dictum St., Dutse                                |     30 |
| 742-2985 Dolor Ave, Palmerston                                |     30 |
| 137-9131 Aliquet Street, Dubbo                                |     30 |
| Ap #118-4438 Sem Road, Suwa?ki                                |     30 |
| 364-6417 Mauris Avenue, Kielce                                |     30 |
| 141-2612 Dolor. Ave, Sosnowiec                                |     30 |
| 396-3966 Convallis Ave, Ceyhan                                |     30 |
| 683-6819 Donec St., Middelburg                                |     30 |
| Ap #477-6743 Quis St., Abolens                                |     30 |
| 988-1338 Rutrum St., Conselice                                |     30 |
| Ap #362-9052 Erat Av., Quimper                                |     30 |
| 316-8691 Faucibus. Rd., Afsnee                                |     30 |
| 9385 Mauris Ave, Sorbo Serpico                                |     30 |
| Ap #257-5274 Et, Rd., Istanbul                                |     30 |
| Ap #678-4769 Erat St., Bamberg                                |     30 |
| 2722 Phasellus Street, Te Puke                                |     30 |
| 798-7316 Ante Ave, Labuissi?re                                |     30 |
| 315-3214 Sapien. Street, Lagos                                |     30 |
| 102-587 Iaculis Street, Galway                                |     30 |
| 3978 Nisi Street, Deschambault                                |     30 |
| 832-3544 Aenean St., Worcester                                |     30 |
| Ap #579-497 Tellus. St., Dewas                                |     30 |
| 581-6177 Luctus, Ave, Istanbul                                |     30 |
| 546-8870 Dolor. Ave, Eindhoven                                |     30 |
| Ap #684-6440 Proin St., Dublin                                |     30 |
| 202-5447 Dui, Road, South Bend                                |     30 |
| 6917 Lacus. Ave, Valera Fratta                                |     30 |
| 7034 Adipiscing Avenue, Thames                                |     30 |
| Ap #264-5488 Lorem Ave, Melton                                |     30 |
| 238-3166 Ridiculus Road, Grave                                |     30 |
| 604-1657 Tellus. Street, Boise                                |     30 |
| Ap #957-5073 Vitae Road, Hoorn                                |     30 |
| Ap #566-2812 Vel, Road, Galway                                |     30 |
| 769-8599 Duis Avenue, Columbus                                |     30 |
| 567-3369 Lorem, Rd., Oldenzaal                                |     30 |
| 520-5853 Vivamus Rd., Pamplona                                |     30 |
| Ap #900-7191 In Avenue, Norman                                |     30 |
| 5067 Tempor St., Vaux-sur-Sure                                |     30 |
| 7444 Nullam Street, Tuscaloosa                                |     30 |
| Ap #617-6262 Non Rd., Bassiano                                |     30 |
| 1630 Pretium Avenue, San Diego                                |     30 |
| 511-4862 Curabitur Ave, Dublin                                |     30 |
| Ap #587-8830 Dui. Av., Newbury                                |     30 |
| Ap #376-3703 Mi Av., Whangarei                                |     30 |
| 900-7200 Ipsum St., Uberlândia                                |     30 |
| 486-4481 Lectus Rd., Ketchikan                                |     30 |
| 128-6012 Eu Rd., Florianópolis                                |     30 |
| 8136 Fringilla St., Argenteuil                                |     30 |
| 854-8021 Eu, Street, Terneuzen                                |     30 |
| 901-658 Ipsum. St., Tuscaloosa                                |     30 |
| Ap #788-3909 Nisl. Rd., Hearst                                |     30 |
| 152-5713 Posuere Rd., Przemy?l                                |     30 |
| Ap #938-6639 Risus. Av., Sandy                                |     30 |
| 940-9364 Egestas Rd., Neuville                                |     30 |
| Ap #410-2363 Augue Ave, Galway                                |     30 |
| Ap #991-2606 Est, St., Seattle                                |     30 |
| 696-8089 Tristique Avenue, Pau                                |     30 |
| Ap #463-1607 Donec Av., Dar?ca                                |     30 |
| Ap #304-226 Dis Rd., Henderson                                |     30 |
| 529-2414 Aliquam Rd., Bellevue                                |     30 |
| 1545 Malesuada Street, Bedollo                                |     30 |
| 1378 Nulla. Street, Owen Sound                                |     30 |
| Ap #975-954 Ligula Av., Barghe                                |     30 |
| Ap #760-474 Nullam St., Vienna                                |     30 |
| 900-652 Risus Av., Sete Lagoas                                |     30 |
| Ap #154-6229 Aliquet, Ave, Tay                                |     30 |
| 266-5483 Mauris Street, Galway                                |     30 |
| Ap #352-5311 Sit St., A Coruña                                |     30 |
| Ap #252-1120 Ac Street, Colmar                                |     30 |
| 762-444 Fringilla. Ave, Berlin                                |     30 |
| 352-980 Gravida Street, Artena                                |     30 |
| 881-1486 Dolor. Ave, Silverton                                |     30 |
| Ap #938-1122 Ac Street, Tarnów                                |     30 |
| 4156 Placerat. Rd., Baltasound                                |     30 |
| 287-8054 Mollis Street, Berlin                                |     30 |
| 553-771 Vitae Rd., Orangeville                                |     30 |
| Ap #534-7968 Id Street, Whitby                                |     30 |
| Ap #275-9964 Quis Rd., Gasteiz                                |     30 |
| Ap #380-5392 Eu, Rd., Alajuela                                |     30 |
| 190-2063 Magna. Road, Adelaide                                |     30 |
| Ap #640-5758 Amet, St., Kapiti                                |     30 |
| 4380 Malesuada. Av., Rio Verde                                |     30 |
| 7032 Ipsum Av., Newton Stewart                                |     30 |
| Ap #692-8448 Nibh. St., Ruthin                                |     30 |
| 719-801 Cursus St., Te Awamutu                                |     30 |
| 440-4221 Ipsum Avenue, Pozant?                                |     30 |
| Ap #481-4095 Donec Rd., Dublin                                |     30 |
| 746-3111 Amet, St., Port Pirie                                |     30 |
| P.O. Box 434, 6790 Eu Rd., Uyo                                |     30 |
| 681-3502 Sem, Street, Codigoro                                |     30 |
| Ap #465-160 Lectus Rd., Vienna                                |     30 |
| 580-815 Penatibus St., Khandwa                                |     30 |
| 7785 Sapien. Ave, Markkleeberg                                |     30 |
| 777-3867 Odio. Ave, Curridabat                                |     30 |
| 1149 Et, Av., Clermont-Ferrand                                |     30 |
| 511-3143 Fusce Avenue, Baulers                                |     30 |
| 932-3219 Libero Avenue, Berlin                                |     30 |
| Ap #832-4854 Ante Road, Vienna                                |     30 |
| 314-7605 Facilisi. St., Cannes                                |     30 |
| Ap #329-2432 Nulla Road, Minna                                |     30 |
| Ap #799-9904 Donec Rd., Dublin                                |     30 |
| 187-702 Cras Street, Guildford                                |     30 |
| 5262 Feugiat. St., Blairgowrie                                |     30 |
| 716-9573 Fames St., Saint Paul                                |     30 |
| Ap #671-3529 Proin Rd., Vienna                                |     30 |
| 189-3590 Sed Avenue, Barcelona                                |     30 |
| 315-6730 Risus. Street, Barghe                                |     30 |
| 5443 Magna St., Gadag Betigeri                                |     30 |
| 1572 Malesuada Rd., Palmariggi                                |     30 |
| 214-2226 Egestas. Ave, Bazzano                                |     30 |
| 378-1203 Mauris Avenue, Purnea                                |     30 |
| 5755 Blandit St., Juiz de Fora                                |     30 |
| Ap #284-9040 Nec St., Manavgat                                |     30 |
| Ap #259-1842 Donec St., Dublin                                |     30 |
| 293-3497 Mauris. Av., Castelló                                |     30 |
| Ap #890-713 Eros. Av., Tilburg                                |     30 |
| 5689 Justo. Ave, Valera Fratta                                |     30 |
| 5556 Malesuada. Road, Mabompr?                                |     30 |
| Ap #302-9153 Vel, St., Vellore                                |     30 |
| 830-3211 Elit Street, Ch?telet                                |     30 |
| 443-1010 Dictum Av., Covington                                |     30 |
| 892-3320 Aenean Ave, Nashville                                |     30 |
| 986-7322 Luctus Street, Girona                                |     30 |
| Ap #798-3265 Elit Road, Anglet                                |     30 |
| 6813 Phasellus Ave, Buckingham                                |     30 |
| 339-4221 Erat Street, Istanbul                                |     30 |
| 9735 Cras St., Kawawachikamach                                |     30 |
| P.O. Box 664, 6488 Ut Ave, Oss                                |     30 |
| 624-6390 Risus. Rd., Zandhoven                                |     30 |
| 3673 Accumsan Street, Merchtem                                |     30 |
| P.O. Box 344, 8736 Ut Rd., E?k                                |     30 |
| Ap #924-5711 Nunc Ave, Nurda??                                |     30 |
| Ap #420-9532 Leo. Rd., Kaneohe                                |     30 |
| 2849 Luctus Avenue, Colchester                                |     30 |
| Ap #939-6629 Neque Av., Sapele                                |     30 |
| 8800 Metus Av., Jefferson City                                |     30 |
| 5548 Molestie St., Sete Lagoas                                |     30 |
| Ap #337-5444 Nunc, Av., Kraków                                |     30 |
| 3174 Vulputate Rd., Port Hope                                 |     29 |
| Ap #996-1251 Nibh Road, Butte                                 |     29 |
| 356-6437 Purus Rd., Bydgoszcz                                 |     29 |
| 6700 Tincidunt Street, Waiuku                                 |     29 |
| 768-9197 Pharetra St., Ödemi?                                 |     29 |
| 961-6566 Semper Ave, Gulfport                                 |     29 |
| 130-4481 Dignissim Av., Dubbo                                 |     29 |
| Ap #789-5387 Sed Road, Vienna                                 |     29 |
| 345-621 Mollis St., Anchorage                                 |     29 |
| Ap #498-2914 Purus Rd., Dutse                                 |     29 |
| Ap #119-2290 A St., Albagiara                                 |     29 |
| 2451 Accumsan Street, Hamburg                                 |     29 |
| 351-3874 Vehicula Ave, Bremen                                 |     29 |
| 541 Vestibulum, St., Soissons                                 |     29 |
| 1667 Mauris Avenue, Kamarhati                                 |     29 |
| 302-8947 Tincidunt Rd., ?om?a                                 |     29 |
| 326-6195 Dui, Street, Cartago                                 |     29 |
| 479-8770 Convallis St., Zaria                                 |     29 |
| 130-9940 Pede, Ave, Davenport                                 |     29 |
| 1523 Dictum Street, Lowestoft                                 |     29 |
| 9206 Fringilla St., Shawville                                 |     29 |
| Ap #961-765 Metus St., Lawton                                 |     29 |
| Ap #606-5053 Est, Rd., Nicoya                                 |     29 |
| Ap #450-5793 Cras St., Berlin                                 |     29 |
| Ap #270-2222 Enim. Rd., Poole                                 |     29 |
| Ap #269-8190 At, Rd., Houston                                 |     29 |
| 686-9323 Nunc Avenue, Jundiaí                                 |     29 |
| 390-8866 Sit Road, Montebello                                 |     29 |
| 420-8885 Cursus Rd., Fatehpur                                 |     29 |
| 842 Lobortis Rd., Quinte West                                 |     29 |
| Ap #105-6762 Elit. Ave, Assen                                 |     29 |
| 391-3576 Nunc Street, Mildura                                 |     29 |
| 191-2202 Libero. Road, Vienna                                 |     29 |
| Ap #121-7483 Amet Av., Timaru                                 |     29 |
| Ap #158-1638 In Avenue, Grave                                 |     29 |
| Ap #538-4770 Nullam Av., Mont                                 |     29 |
| Ap #189-9059 Ut Ave, Istanbul                                 |     29 |
| 831-4203 Ligula Road, Siedlce                                 |     29 |
| 570-1342 Risus Ave, San Pablo                                 |     29 |
| 6947 Ultrices St., Piracicaba                                 |     29 |
| 6333 Suspendisse Rd., Alacant                                 |     29 |
| 457-9473 Sed Av., San Nicolás                                 |     29 |
| 1338 Interdum. St., Barcelona                                 |     29 |
| 900-7525 Orci, Av., Orhangazi                                 |     29 |
| 6934 Donec Street, Filadelfia                                 |     29 |
| 318-7395 Vehicula St., Cabano                                 |     29 |
| 7330 Dictum Street, Patalillo                                 |     29 |
| Ap #762-5377 Sed Rd., Dornoch                                 |     29 |
| 593-4212 Ornare, Road, Vienna                                 |     29 |
| 879-3709 Luctus Street, Essex                                 |     29 |
| 613-8318 Interdum. Ave, Zaria                                 |     29 |
| 686-8788 Morbi Rd., Falisolle                                 |     29 |
| 378-8110 Dictum Rd., Ku?adas?                                 |     29 |
| Ap #771-7938 Dui, Rd., Funtua                                 |     29 |
| 823-4828 Maecenas Ave, Berlin                                 |     29 |
| 646-3585 Vitae Avenue, Vienna                                 |     29 |
| 5390 Malesuada Ave, Bhagalpur                                 |     29 |
| 272-487 Ultrices. Rd., Dublin                                 |     29 |
| 869-8509 Tincidunt Av., Tampa                                 |     29 |
| 974-3761 Semper Street, Boise                                 |     29 |
| 7124 Purus Rd., San Francisco                                 |     29 |
| Ap #456-3553 Eu St., Biarritz                                 |     29 |
| 218-1273 Donec Ave, Ijebu Ode                                 |     29 |
| 8289 Integer Street, San José                                 |     29 |
| Ap #351-3178 Dis Av., Siverek                                 |     29 |
| 274-2469 Nisi Rd., Queanbeyan                                 |     29 |
| Ap #622-9599 Sed Ave, Belfast                                 |     29 |
| 788-8373 Etiam Street, Vertou                                 |     29 |
| 6236 Aliquam Avenue, Istanbul                                 |     29 |
| 6277 Pretium Ave, Orangeville                                 |     29 |
| 248-5221 Amet St., Camaragibe                                 |     29 |
| 996-6670 Mauris Av., Duisburg                                 |     29 |
| 7232 Feugiat. Road, Cartagena                                 |     29 |
| 532-4892 Dignissim St., Sandy                                 |     29 |
| 403-8939 Lacus. Av., Istanbul                                 |     29 |
| 7502 Morbi Ave, Palayankottai                                 |     29 |
| 148-5221 Integer St., Laramie                                 |     29 |
| 911-1667 Mauris St., Bragança                                 |     29 |
| 8249 Molestie Road, Angoulême                                 |     29 |
| Ap #321-510 In Avenue, Ankara                                 |     29 |
| 470-3257 Proin Road, Feilding                                 |     29 |
| 5192 Facilisis Street, Picton                                 |     29 |
| 9806 Nam Road, Saint-Hilarion                                 |     29 |
| 129-4042 Aliquam Av., Kapolei                                 |     29 |
| Ap #554-5315 Auctor. Ave, Oss                                 |     29 |
| 8568 Dictum Road, Saint-Denis                                 |     29 |
| 997 Sit Rd., Tezze sul Brenta                                 |     29 |
| Ap #207-8036 Nulla Av., P?ock                                 |     29 |
| Ap #209-8852 Diam Rd., Dallas                                 |     29 |
| 7221 Pellentesque St., Kearny                                 |     29 |
| 922-5549 Est Ave, Camponogara                                 |     29 |
| 4741 Magna. Avenue, Minitonas                                 |     29 |
| Ap #651-3387 Non Ave, Caruaru                                 |     29 |
| 2808 Pellentesque Rd., Vienna                                 |     29 |
| Ap #642-2450 Nisl Road, Omaha                                 |     29 |
| 9915 Arcu St., Trois-Rivi?res                                 |     29 |
| 6015 Id, St., Wals-Siezenheim                                 |     29 |
| 6572 Tortor Av., Philadelphia                                 |     29 |
| 8951 Ultrices. Street, Tuglie                                 |     29 |
| 183-9785 Lorem, St., Flushing                                 |     29 |
| 178-173 Feugiat. St., Atlanta                                 |     29 |
| Ap #983-7342 At Rd., Canberra                                 |     29 |
| 913-3269 Rhoncus. Rd., Norman                                 |     29 |
| 408-8072 Eros Avenue, La Baie                                 |     29 |
| 114-195 Ipsum Rd., Wellington                                 |     29 |
| Ap #143-7689 Nisl St., Berlin                                 |     29 |
| 5831 Arcu. Street, Colchester                                 |     29 |
| 233-5665 Odio Ave, Roosendaal                                 |     29 |
| Ap #838-9866 Vitae Ave, Eluru                                 |     29 |
| Ap #557-6290 Risus. Rd., Bari                                 |     29 |
| 689-1985 Gravida. Ave, Vienna                                 |     29 |
| Ap #128-1762 Ut Road, Newbury                                 |     29 |
| 368-5158 Risus Avenue, Berlin                                 |     29 |
| 146-6559 Volutpat. Rd., Boise                                 |     29 |
| 844-2225 Nulla St., Salvirola                                 |     29 |
| 357-8746 Per Avenue, Contagem                                 |     29 |
| 535-4062 Quis Av., Huntingdon                                 |     29 |
| Ap #209-9002 Non, Ave, Konin                                  |     28 |
| 9970 Eros Street, San Miguel                                  |     28 |
| 970-4742 Elit Av., Beypazar?                                  |     28 |
| 137-5958 Ante. Av., Richmond                                  |     28 |
| Ap #576-1402 Vel Rd., Munger                                  |     28 |
| 670-6260 Vulputate Rd., Lens                                  |     28 |
| 943-7271 Nunc Ave, Mount Isa                                  |     28 |
| 755-8339 Augue Rd., Gatineau                                  |     28 |
| Ap #249-7838 Mi St., Quesada                                  |     28 |
| 7672 Nonummy Road, Tavistock                                  |     28 |
| Ap #792-8431 Eu Rd., Bozeman                                  |     28 |
| 4609 Suspendisse St., Vienna                                  |     28 |
| 189-2724 Dis Rd., Parramatta                                  |     28 |
| Ap #157-2820 Sem St., ?negöl                                  |     28 |
| 316-5443 Amet Rd., Worcester                                  |     28 |
| 245-5881 Ac Avenue, Metairie                                  |     28 |
| 111-9405 Nisi Rd., Fochabers                                  |     28 |
| 867-8668 Lorem Ave, Ipatinga                                  |     28 |
| 752-9773 Ipsum. Street, Cork                                  |     28 |
| Ap #151-2587 Ac Ave, Hamburg                                  |     28 |
| 156-3549 Aliquet Rd., Ottawa                                  |     28 |
| 434-8156 Vitae, St., Belfast                                  |     28 |
| 2839 Pharetra. Road, Rutland                                  |     28 |
| 310-6213 Eu Rd., Maryborough                                  |     28 |
| 499-9765 Nulla. Av., Helmond                                  |     28 |
| Ap #277-4854 Eu, Ave, Tarsus                                  |     28 |
| Ap #456-1273 At Road, Berlin                                  |     28 |
| Ap #566-5376 Mi. Road, Shaki                                  |     28 |
| 758-2863 Lobortis Av., Essex                                  |     28 |
| 348-9492 Dui Ave, Coldstream                                  |     28 |
| Ap #782-5114 Eu Rd., Lincoln                                  |     28 |
| 864-7586 Congue St., Penrith                                  |     28 |
| 162-4334 Risus, Rd., Reading                                  |     28 |
| 4132 Fringilla Av., Cornwall                                  |     28 |
| Ap #418-985 Mauris St., Asso                                  |     28 |
| 3035 Suspendisse Ave, Berlin                                  |     28 |
| 974 Commodo Street, Randazzo                                  |     28 |
| 529-6811 Nibh Street, Nakusp                                  |     28 |
| Ap #794-6514 Lorem St., Ajax                                  |     28 |
| 3886 Cursus Rd., Chestermere                                  |     28 |
| Ap #451-2194 Nunc St., Hulst                                  |     28 |
| 983-2435 Placerat Ave, Minna                                  |     28 |
| Ap #337-110 Eget St., Godhra                                  |     28 |
| 784-3922 Tempor Ave, Stewart                                  |     28 |
| 630-4696 Duis Street, Vienna                                  |     28 |
| 4352 Faucibus Rd., Ganshoren                                  |     28 |
| 196-3721 Ante Rd., Balclutha                                  |     28 |
| 7268 Ullamcorper Av., Tarnów                                  |     28 |
| Ap #656-377 Ac Rd., San Jose                                  |     28 |
| 324-4467 Ut Avenue, Metairie                                  |     28 |
| 117-6729 Mauris Street, Kano                                  |     28 |
| 5591 Ipsum Road, São Gonçalo                                  |     28 |
| Ap #928-6909 Est, Ave, Sluis                                  |     28 |
| 2711 Eros Street, Verrebroek                                  |     28 |
| Ap #529-4769 Id Rd., Itabuna                                  |     28 |
| 480-6478 Eros Av., Greymouth                                  |     28 |
| 8442 Felis. Avenue, Chartres                                  |     28 |
| Ap #882-301 Neque. St., Ipís                                  |     28 |
| 188-8463 Aliquet St., Dublin                                  |     28 |
| 4946 Ligula Avenue, Valcourt                                  |     28 |
| 1469 Luctus Ave, Kansas City                                  |     28 |
| 312-3537 Nulla St., Contagem                                  |     28 |
| 9320 Donec Rd., Ingraj Bazar                                  |     28 |
| 8663 Dolor Avenue, Davangere                                  |     28 |
| 6485 Vulputate, Road, Vienna                                  |     28 |
| 1922 Arcu. St., Grand Island                                  |     28 |
| 951-4906 Cursus Ave, Diadema                                  |     28 |
| 8339 Tellus. Rd., Parramatta                                  |     28 |
| 2376 Arcu Street, Fort Worth                                  |     28 |
| 761-3190 Rutrum, Rd., Recife                                  |     28 |
| 988-4898 Euismod Rd., Gdynia                                  |     28 |
| 848-956 Molestie Av., Kapiti                                  |     28 |
| 110-5007 Aliquam Av., Berlin                                  |     28 |
| 814-1013 Nec Rd., Parramatta                                  |     28 |
| 4338 Suspendisse St., Berlin                                  |     28 |
| 171-3638 In Rd., Ikot Ekpene                                  |     28 |
| 3114 Bibendum St., Las Vegas                                  |     28 |
| Ap #743-3398 Eu St., Edremit                                  |     28 |
| 1303 Conubia Road, Brahmapur                                  |     28 |
| 736-4629 Mi Road, Parramatta                                  |     28 |
| 912-8369 Sapien. St., Tarnów                                  |     28 |
| 2814 Phasellus St., Szczecin                                  |     28 |
| 920-7025 Neque Ave, Chambord                                  |     28 |
| 845-3258 Amet Street, Olinda                                  |     28 |
| 6356 Facilisis Road, Yeotmal                                  |     28 |
| 6251 Sociis Rd., Germersheim                                  |     28 |
| 9307 Tellus Road, Birmingham                                  |     28 |
| 734-9271 Mauris, Ave, Okpoko                                  |     28 |
| 938-1950 Morbi Ave, Cessnock                                  |     28 |
| Ap #469-7074 Sed St., Bangor                                  |     28 |
| 3818 Nisl. Avenue, Burhanpur                                  |     28 |
| 9812 Interdum. Avenue, Keith                                  |     28 |
| 928-5108 Orci. Avenue, Veere                                  |     28 |
| 1044 Hendrerit. St., Hamburg                                  |     28 |
| 313-6477 Felis Av., Smithers                                  |     28 |
| Ap #254-3782 Et, Rd., Araban                                  |     28 |
| 4154 Elit Street, Smoky Lake                                  |     28 |
| 322 Augue Street, Lethbridge                                  |     28 |
| Ap #772-8840 Orci Ave, Poole                                  |     28 |
| 741-9065 Orci St., Gladstone                                  |     28 |
| 4830 Aliquam Rd., Uberlândia                                  |     28 |
| 737-5410 Magna St., Barranca                                  |     28 |
| 352-4514 Et Avenue, Kingston                                  |     28 |
| 513-1620 Turpis. Ave, Sapele                                  |     28 |
| 6637 Ut, Street, Châteauroux                                  |     28 |
| 885-5321 Enim Avenue, Bremen                                  |     28 |
| Ap #720-7223 Ac Rd., Edremit                                  |     28 |
| 9854 Faucibus St., Hoogeveen                                  |     28 |
| 266-1072 Eu, Rd., Roosendaal                                  |     28 |
| 302-8814 Donec Ave, Palakkad                                  |     28 |
| Ap #525-5869 Eu Rd., Siverek                                  |     28 |
| 720-8135 Auctor Rd., Renfrew                                  |     28 |
| 563-4209 Arcu Avenue, Vienna                                  |     28 |
| 4561 Pellentesque, Rd., Kano                                  |     28 |
| 7896 Aliquet, Rd., Turrialba                                  |     28 |
| 987-628 Dolor, Ave, Freiberg                                  |     28 |
| Ap #910-6272 Cras Rd., Laren                                  |     28 |
| 718-7792 Gravida. St., Dover                                  |     28 |
| 656-8850 Varius Rd., Halifax                                  |     28 |
| 2962 Suspendisse Rd., Dublin                                  |     28 |
| Ap #136-1877 Vel, Rd., Radom                                  |     28 |
| 871-7585 Iaculis Rd., Milena                                  |     28 |
| 369-2181 Aliquam Road, Weesp                                  |     28 |
| Ap #649-520 Nisl. Av., Anjou                                  |     28 |
| 116-2890 Feugiat Av., Vienna                                  |     28 |
| 5819 Dictum Avenue, Saguenay                                  |     28 |
| 7192 Lobortis Street, Dublin                                  |     28 |
| 5005 Lorem Rd., Warrnambool                                   |     27 |
| 7375 Quisque Avenue, Dublin                                   |     27 |
| 497-681 Sem, Road, Paulista                                   |     27 |
| 199 Aenean Road, Abbotsford                                   |     27 |
| 253-8907 Felis, St., Mackay                                   |     27 |
| 6222 Tortor. Ave, Santander                                   |     27 |
| 517-2280 Eget, Ave, Jackson                                   |     27 |
| 1598 Convallis Road, Almelo                                   |     27 |
| 1671 Vivamus Road, Goulburn                                   |     27 |
| Ap #948-437 Ac, Ave, Galway                                   |     27 |
| 5723 Elementum Av., Vellore                                   |     27 |
| 387-361 Vivamus St., Pelago                                   |     27 |
| 889-8086 Amet, St., Hamburg                                   |     27 |
| 236-9616 Non, Av., Castelló                                   |     27 |
| Ap #735-6731 Duis Ave, Doel                                   |     27 |
| 5217 Etiam Road, Whitehorse                                   |     27 |
| 689-1490 Metus. St., Vienna                                   |     27 |
| 161-4779 Mauris Ave, Getafe                                   |     27 |
| 1877 Cursus Road, Alexandra                                   |     27 |
| 4512 Vitae, St., Wangaratta                                   |     27 |
| Ap #161-760 Amet Rd., ?om?a                                   |     27 |
| 464-1173 Tellus Rd., Vienna                                   |     27 |
| 715-159 Quisque St., Sokoto                                   |     27 |
| 590-8286 Cras Road, Osgoode                                   |     27 |
| 604-3427 Velit Road, Olinda                                   |     27 |
| 4919 Phasellus St., Suwa?ki                                   |     27 |
| 1570 Morbi Avenue, Castelló                                   |     27 |
| 235-8465 Luctus Rd., Yaxley                                   |     27 |
| 425-6510 Elit. Rd., Silifke                                   |     27 |
| 128-2410 Dictum. Av., Oyace                                   |     27 |
| 320-4045 Ligula. Ave, Ukkel                                   |     27 |
| 662-3789 Fames St., Dornoch                                   |     27 |
| 7692 Commodo Avenue, Oviedo                                   |     27 |
| Ap #854-3691 Ac Av., Munger                                   |     27 |
| 761-3500 Risus, Av., Lublin                                   |     27 |
| 698-8155 Erat Street, Lagos                                   |     27 |
| 5755 A Rd., Vitry-sur-Seine                                   |     27 |
| 9604 Dui. Avenue, Maiduguri                                   |     27 |
| 7694 Malesuada Rd., Bunbury                                   |     27 |
| 572-3750 Et Av., Wilmington                                   |     27 |
| 508-4188 Eros St., Istanbul                                   |     27 |
| 2670 Imperdiet St., Osgoode                                   |     27 |
| 6927 Molestie Ave, Bourlers                                   |     27 |
| 9085 Tortor, St., Paderborn                                   |     27 |
| 4202 Cursus Av., Grand-Leez                                   |     27 |
| Ap #537-3214 Fusce Ave, Oyo                                   |     27 |
| 8460 Quisque Street, Mataró                                   |     27 |
| 2215 Nibh Av., Starachowice                                   |     27 |
| 9915 Varius Street, Siedlce                                   |     27 |
| Ap #411-166 Mi. St., Fresno                                   |     27 |
| 357-2666 Mollis Av., Vienna                                   |     27 |
| 4793 Id Street, Little Rock                                   |     27 |
| 832-8054 Enim Rd., Tirrases                                   |     27 |
| 3886 Velit. Ave, Gujranwala                                   |     27 |
| 7694 Facilisis Rd., Legnica                                   |     27 |
| 2944 Hendrerit. St., Vienna                                   |     27 |
| 578-2918 Vel Avenue, Galway                                   |     27 |
| 570-9539 Dolor Rd., Penrith                                   |     27 |
| 174-5248 Tempus, Rd., Melle                                   |     27 |
| 934-6271 Metus St., Halkirk                                   |     27 |
| 3584 Vivamus St., Brahmapur                                   |     27 |
| 266-3740 Cursus Ave, Bangor                                   |     27 |
| 320-903 Elit, Avenue, Evere                                   |     27 |
| 691-9162 Dictum St., Dublin                                   |     27 |
| 548-2819 Enim Av., Istanbul                                   |     27 |
| 1821 Blandit Rd., Brahmapur                                   |     27 |
| 598-121 Iaculis, St., Dutse                                   |     27 |
| Ap #337-6564 Ac Rd., Madrid                                   |     27 |
| 9697 Gravida. St., Móstoles                                   |     27 |
